Project ID,Building,Building ID,Level,GIA,Area,Actual start,Actual end,Actual duration,Worker-hours,Actual production rate,Labour productivity,Number of workers,Avg number of workers,Worker density,Cycle time,Planned start,Planned end,Planned duration,Planned production rate,Planned cycle time,Crane Asitha,Cranes,Pours,Batch area,Labour Issues,Level of Offsite Construction,Location and Logistical Issues,Supply Chain Issues,Design Complexity,Design Delays,Core,Columns,Beams,Slabs Asitha,Slabs,Frame
10,South Quay Plaza 4,M,6,712,2. Between 500 and 1000 m2,24/04/2021,13/05/2021,15,4012,49,0.18,28,5. Between 26 and 30,25,10,27/03/2021,12/04/2021,9,79,5,1.0,1.0,2,356,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,7,712,2. Between 500 and 1000 m2,08/05/2021,21/05/2021,12,2838,62,0.25,25,4. Between 21 and 25,28,8,07/04/2021,19/04/2021,9,79,7,1.0,1.0,2,356,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,8,712,2. Between 500 and 1000 m2,18/05/2021,02/06/2021,12,3586,59,0.20,30,5. Between 26 and 30,24,8,16/04/2021,27/04/2021,8,89,6,1.0,1.0,2,356,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,9,712,2. Between 500 and 1000 m2,27/05/2021,12/06/2021,13,4324,57,0.16,35,6. Between 31 and 35,20,10,24/04/2021,06/05/2021,8,89,6,1.0,1.0,2,356,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,10,712,2. Between 500 and 1000 m2,10/06/2021,24/06/2021,12,3854,59,0.18,32,6. Between 31 and 35,22,7,05/05/2021,13/05/2021,7,102,5,1.0,1.0,2,356,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,11,711,2. Between 500 and 1000 m2,18/06/2021,02/07/2021,12,3757,59,0.19,31,6. Between 31 and 35,23,8,12/05/2021,24/05/2021,9,79,7,1.0,1.0,2,356,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,12,711,2. Between 500 and 1000 m2,29/06/2021,10/07/2021,10,3528,71,0.20,35,6. Between 31 and 35,20,7,21/05/2021,01/06/2021,7,102,5,1.0,1.0,2,356,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,13,711,2. Between 500 and 1000 m2,07/07/2021,17/07/2021,9,3216,79,0.22,36,7. Between 36 and 40,20,7,28/05/2021,11/06/2021,10,71,8,1.0,1.0,2,356,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,14,711,2. Between 500 and 1000 m2,15/07/2021,29/07/2021,13,4326,57,0.16,35,6. Between 31 and 35,20,8,10/06/2021,21/06/2021,8,89,6,1.0,1.0,2,356,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,15,712,2. Between 500 and 1000 m2,24/07/2021,09/08/2021,13,3711,57,0.19,30,5. Between 26 and 30,24,8,18/06/2021,29/06/2021,8,89,6,1.0,1.0,2,356,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,16,710,2. Between 500 and 1000 m2,04/08/2021,17/08/2021,11,3293,65,0.22,30,5. Between 26 and 30,24,8,26/06/2021,06/07/2021,7,101,5,1.0,1.0,2,355,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,17,710,2. Between 500 and 1000 m2,13/08/2021,02/09/2021,15,5483,47,0.13,37,7. Between 36 and 40,19,11,03/07/2021,16/07/2021,10,71,7,1.0,1.0,2,355,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,18,720,2. Between 500 and 1000 m2,27/08/2021,15/09/2021,14,5301,51,0.14,38,7. Between 36 and 40,19,10,14/07/2021,23/07/2021,8,90,12,1.0,1.0,2,360,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,19,1004,3. Between 1000 and 1500 m2,10/09/2021,21/10/2021,34,14768,30,0.07,44,8. Between 41 and 50,23,26,30/07/2021,17/08/2021,13,77,9,1.0,1.0,4,251,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,20,720,2. Between 500 and 1000 m2,13/10/2021,05/11/2021,20,7590,36,0.09,38,7. Between 36 and 40,19,17,12/08/2021,25/08/2021,10,72,6,1.0,1.0,2,360,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,21,720,2. Between 500 and 1000 m2,03/11/2021,16/11/2021,11,4386,65,0.16,40,7. Between 36 and 40,18,9,20/08/2021,02/09/2021,9,80,6,1.0,1.0,2,360,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,22,720,2. Between 500 and 1000 m2,13/11/2021,24/11/2021,9,3463,80,0.21,38,7. Between 36 and 40,19,6,28/08/2021,10/09/2021,9,80,5,1.0,1.0,2,360,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,23,720,2. Between 500 and 1000 m2,21/11/2021,02/12/2021,10,3450,76,0.21,36,7. Between 36 and 40,20,7,07/09/2021,17/09/2021,9,80,7,1.0,1.0,2,360,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,24,718,2. Between 500 and 1000 m2,30/11/2021,10/12/2021,10,3253,76,0.22,34,6. Between 31 and 35,21,6,16/09/2021,27/09/2021,8,90,6,1.0,1.0,2,359,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,25,720,2. Between 500 and 1000 m2,07/12/2021,20/12/2021,11,3890,65,0.18,35,6. Between 31 and 35,21,9,24/09/2021,05/10/2021,8,90,6,1.0,1.0,2,360,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,26,720,2. Between 500 and 1000 m2,17/12/2021,10/01/2022,10,2573,72,0.28,26,5. Between 26 and 30,28,7,02/10/2021,14/10/2021,9,80,6,1.0,1.0,2,360,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,27,718,2. Between 500 and 1000 m2,06/01/2022,20/01/2022,13,4174,57,0.17,33,6. Between 31 and 35,22,10,12/10/2021,28/10/2021,13,55,10,1.0,1.0,2,359,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,28,720,2. Between 500 and 1000 m2,18/01/2022,28/01/2022,10,3369,76,0.21,35,6. Between 31 and 35,21,7,26/10/2021,05/11/2021,9,80,6,1.0,1.0,2,360,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,29,718,2. Between 500 and 1000 m2,26/01/2022,07/02/2022,10,4003,72,0.18,40,7. Between 36 and 40,18,8,03/11/2021,16/11/2021,10,72,8,1.0,1.0,2,359,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,30,720,2. Between 500 and 1000 m2,04/02/2022,14/02/2022,8,3012,90,0.24,38,7. Between 36 and 40,19,6,13/11/2021,25/11/2021,9,80,6,1.0,1.0,2,360,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,31,718,2. Between 500 and 1000 m2,11/02/2022,01/03/2022,14,5497,51,0.13,39,7. Between 36 and 40,18,12,23/11/2021,06/12/2021,10,72,8,1.0,1.0,2,359,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,32,720,2. Between 500 and 1000 m2,26/02/2022,09/03/2022,9,3457,80,0.21,38,7. Between 36 and 40,19,7,03/12/2021,14/12/2021,8,90,6,1.0,1.0,2,360,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,33,720,2. Between 500 and 1000 m2,08/03/2022,17/03/2022,9,3595,85,0.20,42,8. Between 41 and 50,17,7,11/12/2021,24/12/2021,5,144,5,1.0,1.0,2,360,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,34,720,2. Between 500 and 1000 m2,16/03/2022,24/03/2022,8,2904,96,0.25,39,7. Between 36 and 40,18,6,22/12/2021,11/01/2022,6,120,4,1.0,1.0,2,360,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,35,720,2. Between 500 and 1000 m2,23/03/2022,04/04/2022,11,3882,69,0.19,37,7. Between 36 and 40,19,8,08/01/2022,25/01/2022,12,60,10,1.0,1.0,2,360,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,36,720,2. Between 500 and 1000 m2,01/04/2022,13/04/2022,10,3734,72,0.19,37,7. Between 36 and 40,19,7,22/01/2022,03/02/2022,9,80,6,1.0,1.0,2,360,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,37,727,2. Between 500 and 1000 m2,10/04/2022,30/04/2022,14,5064,52,0.14,36,7. Between 36 and 40,20,9,01/02/2022,14/02/2022,10,73,14,1.0,1.0,2,363,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,38,974,2. Between 500 and 1000 m2,24/04/2022,28/05/2022,27,11555,37,0.08,44,8. Between 41 and 50,22,21,19/02/2022,11/03/2022,15,65,10,1.0,1.0,4,243,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,39,729,2. Between 500 and 1000 m2,22/05/2022,11/06/2022,14,4942,52,0.15,35,6. Between 31 and 35,21,11,05/03/2022,18/03/2022,10,73,6,1.0,1.0,2,364,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,40,729,2. Between 500 and 1000 m2,08/06/2022,21/06/2022,12,4143,63,0.18,36,7. Between 36 and 40,20,7,15/03/2022,25/03/2022,9,81,6,1.0,1.0,2,364,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,41,729,2. Between 500 and 1000 m2,16/06/2022,29/06/2022,12,4063,63,0.18,35,6. Between 31 and 35,21,8,23/03/2022,04/04/2022,9,81,7,1.0,1.0,2,365,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,42,729,2. Between 500 and 1000 m2,25/06/2022,08/07/2022,11,4215,66,0.17,38,7. Between 36 and 40,19,8,01/04/2022,12/04/2022,8,91,6,1.0,1.0,2,365,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,43,729,2. Between 500 and 1000 m2,06/07/2022,16/07/2022,10,3172,77,0.23,33,6. Between 31 and 35,22,7,09/04/2022,21/04/2022,7,104,5,1.0,1.0,2,365,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,44,729,2. Between 500 and 1000 m2,14/07/2022,30/07/2022,13,4669,56,0.16,36,7. Between 36 and 40,20,10,20/04/2022,29/04/2022,8,91,6,1.0,1.0,2,365,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,45,728,2. Between 500 and 1000 m2,27/07/2022,12/08/2022,15,4305,50,0.17,30,5. Between 26 and 30,24,9,28/04/2022,09/05/2022,7,104,5,1.0,1.0,2,364,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,46,729,2. Between 500 and 1000 m2,06/08/2022,22/08/2022,13,3703,58,0.20,30,5. Between 26 and 30,24,10,06/05/2022,17/05/2022,8,91,6,1.0,1.0,2,365,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,47,729,2. Between 500 and 1000 m2,19/08/2022,31/08/2022,9,3124,81,0.23,35,6. Between 31 and 35,21,7,14/05/2022,24/05/2022,7,104,5,1.0,1.0,2,365,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,48,728,2. Between 500 and 1000 m2,27/08/2022,08/09/2022,9,3469,81,0.21,39,7. Between 36 and 40,19,7,21/05/2022,02/06/2022,8,91,7,1.0,1.0,2,364,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,49,729,2. Between 500 and 1000 m2,07/09/2022,20/09/2022,11,3891,69,0.19,37,7. Between 36 and 40,20,8,01/06/2022,13/06/2022,7,104,5,1.0,1.0,2,365,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,50,728,2. Between 500 and 1000 m2,16/09/2022,28/09/2022,9,3142,81,0.23,35,6. Between 31 and 35,21,7,10/06/2022,21/06/2022,8,91,6,1.0,1.0,2,364,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,51,727,2. Between 500 and 1000 m2,27/09/2022,10/10/2022,12,4309,63,0.17,37,7. Between 36 and 40,20,9,18/06/2022,28/06/2022,7,104,5,1.0,1.0,2,364,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,52,723,2. Between 500 and 1000 m2,07/10/2022,15/10/2022,8,2566,96,0.28,34,6. Between 31 and 35,21,6,25/06/2022,06/07/2022,8,90,6,1.0,1.0,2,361,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,53,722,2. Between 500 and 1000 m2,14/10/2022,15/11/2022,26,8465,28,0.09,33,6. Between 31 and 35,22,15,05/07/2022,19/07/2022,11,66,7,1.0,1.0,2,361,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,54,474,1. Less than 500 m2,02/11/2022,07/12/2022,28,5282,17,0.09,19,3. Between 16 and 20,25,16,14/07/2022,27/07/2022,10,47,6,1.0,1.0,2,237,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,55,407,1. Less than 500 m2,23/11/2022,23/01/2023,35,6763,12,0.06,20,3. Between 16 and 20,20,35,22/07/2022,03/08/2022,9,45,5,1.0,1.0,2,204,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
10,South Quay Plaza 4,M,56,206,1. Less than 500 m2,24/01/2023,17/02/2023,21,4275,10,0.05,20,3. Between 16 and 20,10,21,29/07/2022,26/08/2022,21,10,,1.0,1.0,1,206,,,,,,,In-situ,Precast,In-situ,In-situ,In-situ,1. Vertical (in-situ) and Slabs (in-situ)
11,Oxford Humanities,N,1,4089,7. More than 4000 m2,17/10/2023,02/02/2024,81,17558,51,0.23,22,4. Between 21 and 25,186,47,,,,,,2.0,2.0,5,818,,2,,,,,Twinwalls,Precast,In-situ (flat slab/part of slab pour),Lattice,Lattice,3. Vertical (off-site) and Slabs (lattice)
11,Oxford Humanities,N,2,4749,7. More than 4000 m2,15/12/2023,15/03/2024,67,15467,71,0.31,23,4. Between 21 and 25,206,37,,,,,,2.0,2.0,5,950,,2,,,,,Twinwalls,Precast,In-situ (flat slab/part of slab pour),Lattice,Lattice,3. Vertical (off-site) and Slabs (lattice)
11,Oxford Humanities,N,3,4530,7. More than 4000 m2,08/02/2024,10/04/2024,47,12267,96,0.37,26,5. Between 26 and 30,174,13,,,,,,2.0,2.0,5,906,,2,,,,,Twinwalls,Precast,In-situ (flat slab/part of slab pour),Lattice,Lattice,3. Vertical (off-site) and Slabs (lattice)
11,Oxford Humanities,N,4,4632,7. More than 4000 m2,24/02/2024,30/04/2024,50,18566,94,0.25,38,7. Between 36 and 40,122,22,,,,,,2.0,2.0,5,926,,2,,,,,Twinwalls,Precast,In-situ (flat slab/part of slab pour),Lattice,Lattice,3. Vertical (off-site) and Slabs (lattice)
13,Olympia Emberton House,P,1,2492,5. Between 2000 and 2500 m2,06/02/2023,20/05/2023,86,14665,29,0.17,17,3. Between 16 and 20,147,49,,,,,,2.0,2.0,3,831,1,1,1,2,1,1,Twinwalls,Precast,In-situ (flat slab/part of slab pour),In-situ (post-tentioned),In-situ,2. Vertical (off-site) and Slabs (in-situ)
13,Olympia Emberton House,P,2,2249,5. Between 2000 and 2500 m2,04/04/2023,14/06/2023,57,10480,39,0.21,18,3. Between 16 and 20,125,31,,,,,,2.0,2.0,3,750,1,1,1,2,1,1,Twinwalls,Precast,In-situ (flat slab/part of slab pour),In-situ (post-tentioned),In-situ,2. Vertical (off-site) and Slabs (in-situ)
13,Olympia Emberton House,P,3,2248,5. Between 2000 and 2500 m2,14/05/2023,05/07/2023,44,10419,51,0.22,24,4. Between 21 and 25,94,18,,,,,,2.0,2.0,3,749,1,1,1,2,1,1,Twinwalls,Precast,In-situ (flat slab/part of slab pour),In-situ (post-tentioned),In-situ,2. Vertical (off-site) and Slabs (in-situ)
13,Olympia Emberton House,P,4,2247,5. Between 2000 and 2500 m2,06/06/2023,27/07/2023,45,11950,50,0.19,27,5. Between 26 and 30,83,20,,,,,,2.0,2.0,3,749,1,1,1,2,1,1,Twinwalls,Precast,In-situ (flat slab/part of slab pour),In-situ (post-tentioned),In-situ,2. Vertical (off-site) and Slabs (in-situ)
13,Olympia Emberton House,P,5,2359,5. Between 2000 and 2500 m2,29/06/2023,21/08/2023,45,12373,52,0.19,27,5. Between 26 and 30,87,19,,,,,,2.0,2.0,3,786,1,1,1,2,1,1,Twinwalls,Precast,In-situ (flat slab/part of slab pour),In-situ (post-tentioned),In-situ,2. Vertical (off-site) and Slabs (in-situ)
13,Olympia Emberton House,P,6,1759,4. Between 1500 and 2000 m2,21/07/2023,10/10/2023,67,18447,26,0.10,28,5. Between 26 and 30,63,31,,,,,,2.0,2.0,3,586,1,1,1,2,1,1,Twinwalls,Precast,In-situ (flat slab/part of slab pour),In-situ (post-tentioned),In-situ,2. Vertical (off-site) and Slabs (in-situ)
13,Olympia Emberton House,P,7,1529,4. Between 1500 and 2000 m2,27/08/2023,03/11/2023,58,15094,27,0.10,26,5. Between 26 and 30,59,23,,,,,,1.6,2.0,3,510,1,1,1,2,1,1,Twinwalls,Precast,In-situ (flat slab/part of slab pour),In-situ (post-tentioned),In-situ,2. Vertical (off-site) and Slabs (in-situ)
13,Olympia Emberton House,P,8,1707,4. Between 1500 and 2000 m2,23/09/2023,20/11/2023,49,16213,35,0.11,33,6. Between 31 and 35,52,31,,,,,,1.6,2.0,3,569,1,1,1,2,1,1,Twinwalls,Precast,In-situ (flat slab/part of slab pour),In-situ (post-tentioned),In-situ,2. Vertical (off-site) and Slabs (in-situ)
